,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Class
1978,5.93,30.78,4.52,0.79,1.98,1.68,0.64,0.44,0.82,0.49,0
1979,5.19,20.76,5.19,2.08,2.59,2.08,0.52,0.47,1.04,1.45,0
1980,12.83,62.5,8,5,6.38,3.72,1.25,1.87,0.88,2.79,0
1982,12,35.5,6.5,3,4,3,0.95,1.42,0.82,2.2,0
1983,1.53,12.22,3.56,1.93,1.32,1.15,0.24,0.13,0.57,0.41,0
1984,3.25,13.53,1.76,1.35,1.89,1.08,0.56,0.45,0.64,0.49,0
1985,12.46,44.14,8.31,3.84,3.9,3.58,2.6,2.25,1.04,1.61,1
1986,17,60,6.5,3,5.38,2.91,1.75,0.93,1.14,3.14,0
1987,3.67,11.02,2.45,3.43,4.41,2.45,0.49,0.12,0.98,0.43,0
1988,1.15,5.75,5.22,1.83,1.15,0.69,1.15,0.63,0.57,0.16,0
1989,15,80,7,6,7,4,2,1.5,1.11,2.97,0
1990,14.75,73.77,8.05,5.87,5.36,3.29,2.46,2.03,1.23,2.29,1
1997,10,50,8,5,4.5,4.67,2,2,0.9,2.46,0
1998,2,21,6,1,2,2,0.98,0.5,1.85,1.23,0
1999,20,80,10,6.25,6.5,4.5,4.25,1.5,1.32,4.38,1
2000,9,50,8,5.25,5,4.75,2.25,1.5,0.74,2.2,0
2001,10.39,41.55,6.23,3.64,5.19,2.73,1.3,0.52,1.45,1.14,0
2002,10.39,41.55,7.27,2.6,3.12,1.38,2.08,1.24,0.72,0.97,0
2003,2.33,20.63,5.12,1.86,3.72,1.32,0.37,0.33,0.56,0.41,0
2005,5,20,7,2.25,2.95,2.32,0.52,0.29,1.53,0.76,0
2008,11.43,83.1,7.79,3.64,2.86,2.99,2.51,2.21,0.92,2.42,1
2009,6.39,30.68,4.6,1.15,1.53,1.19,1.04,0.81,0.81,0.95,1
2012,10.39,31.16,8.31,2.08,3.64,1.69,1.63,1.03,1.25,1.14,0
2013,18,77.5,8,7,7,5.25,3,2.15,1.32,3.15,0
2015,16.5,70,10,8,8,5.08,2.67,1.38,1.17,3.31,0
2016,2.68,16.05,8.03,0.8,1.2,1.61,0.4,0.2,0.67,0.7,0
2017,2.5,26.5,6.5,3.5,4.5,2.12,1,0.79,0.93,1.81,0
2018,4.42,21.68,5.13,1.59,2.17,1.26,1.23,0.87,0.86,0.46,1
2019,5.47,32.84,4.38,2.74,3.28,2.01,0.97,0.74,0.95,0.88,0
2021,15.58,62.32,8.31,5.19,4.15,1.83,3.03,1.04,1.18,2.33,1
2022,10.39,31.16,8.05,2.08,2.6,1.45,1.73,1.04,0.78,0.78,0
2023,5.47,32.84,5.2,3.28,2.74,3.1,1.75,1.57,0.97,1.14,0
2024,14.54,41.55,10.39,5.19,5.19,2.6,2.73,1.51,0.95,1.56,0
2025,15.06,51.93,12.46,5.25,3.64,2.32,2.49,1.32,1.11,1.45,0
2027,13.21,66.06,6.01,3.6,4.5,3.56,2.2,1.58,1.26,1.2,1
2028,4.38,27.37,5.36,2.74,3.83,2.19,1.06,0.77,0.9,0.82,0
2029,8.83,31.16,8.83,5.45,6.23,2.18,2.16,1.36,1.25,3.12,0
2030,17.66,51.93,9.35,5.19,4.15,3.03,2.41,2.21,1.01,1.8,1
2031,9.35,25.97,7.63,1.65,3.27,1.71,1.8,1.21,0.7,0.92,0
2032,11.43,93.48,8.31,3.12,4.15,3.51,2.54,1.48,1.02,0.88,1
2033,5.27,23.42,4.39,1.46,1.17,1.17,0.94,0.47,0.94,0.86,0
2034,1.98,4.46,4.46,1.34,2.12,1.17,0.23,0.2,0.63,0.47,0
2035,13.51,48.05,6.91,3,4.8,4.2,1.47,1.2,1.2,1.2,0
2036,22.5,95,10,5.75,6,5.08,2.79,1.73,1.16,4.04,0
2037,6.34,31.69,5.07,1.48,1.9,1.76,1.06,1.02,1.24,0.93,1
2038,15,70,8.5,5.5,9,4.4,2.5,1.9,0.86,2.94,0
2039,14.41,60.06,7.81,5.41,5.71,3.4,1.89,1.61,1.05,1.13,1
2040,30,80,9,6,7.5,5.11,2.33,1.78,0.99,3.7,1
2041,12.46,54.01,10.91,2.08,3.64,1.71,2.29,1.66,0.95,1.59,1
2042,12,50,9,4,5,3.85,1.83,1.35,0.78,2.45,0
2043,2.17,21.67,1.81,1.81,2.27,0.25,0.36,0.19,0.87,0.16,0
2044,8.45,38.03,5.49,1.27,1.27,1.55,1.34,1.13,1.32,0.74,1
2045,19,48,8,4,6,7.67,2,1.92,0.91,3.03,0
2046,15.76,66.39,10.06,5.36,4.86,3.45,2.21,2.28,1.29,1.92,1
2047,17.5,60,9.5,4.5,5,3.58,1.83,1.75,0.65,2.69,0
2048,1.54,15.45,3.09,1.16,1.54,0.77,0.46,0.16,0.39,0.09,0
2049,3.83,30.11,3.28,2.19,3.83,1.64,1.09,1.09,1.03,0.96,0
2050,18.83,31.11,6.55,1.31,1.97,1.39,1.15,0.45,1.07,0.53,0
2051,15.01,51.05,7.21,4.2,4.2,2.96,1.41,1.14,1.32,1.32,1
2052,1.36,4.07,2.71,0.83,0.81,1.27,0.68,0.16,0.85,0.34,0
2053,2.29,27.45,7.32,0.91,1.37,2.29,0.73,0.46,0.55,1.37,0
2054,24.02,72.07,7.21,4.8,4.8,3.24,2.26,1.49,0.87,0.64,0
2055,2.39,15.33,2.21,1.24,2.12,2.12,0.88,0.35,1.71,1.56,0
2056,13.1,40.94,7.78,1.64,2.46,2.18,1.14,0.47,1.11,0.65,0
2058,13.5,31.16,8.31,4.93,4.15,3.08,1.62,0.52,1.29,1.05,1
2059,8.19,29.48,5.73,1.64,2.46,2.01,0.98,0.39,0.98,0.68,0
2060,18.5,57.5,9,5,6,4.83,2.75,1.5,0.92,2.2,0
2061,6,36,7,1.25,2.75,2.08,1.44,1.23,1.53,2.16,0
2062,1.4,21.77,5.58,3.26,2.14,1.4,0.37,0.28,0.68,0.44,0
2064,15.58,62.32,7.79,5.71,5.19,2.74,2.08,1.3,1.04,1.09,0
2065,1.11,15.59,4.01,1.78,3.56,0.76,0.27,0.22,0.45,0.33,0
2066,3.67,13.47,3.67,1.47,3.98,1.39,0.49,0.16,0.64,0.52,0
2067,6.14,28.88,5.78,3.61,3.61,3.23,1.54,1.1,1.51,2.44,1
2068,16,90,6.5,6,9,4.6,1.5,1.38,1.25,1.1,0
2070,7.96,26.55,5.97,1.33,1.59,1.24,0.94,0.64,1.28,0.79,0
2071,8.31,33.76,7.27,1.56,1.97,1.31,1.37,1,0.68,1.18,1
2072,17.31,68.87,7.45,4.09,4.84,2.42,1.55,1.28,1.49,2.42,0
2073,5.19,26.46,6.23,1.22,1.43,1.97,1.03,0.7,1.09,2,0
2074,12.5,55,7.99,4,7,4.83,2.5,1.5,1.06,4,0
2075,18.7,72.71,10.39,6.75,6.23,3.69,3.52,1.95,1.13,2.16,1
2076,29,56.5,7.5,6,4.5,4.92,2,1.72,0.99,4.3,0
2077,2.73,24.53,3.07,1.02,0.36,0.74,0.42,0.23,1,0.61,0
2078,12.01,44.23,6.31,3.6,4.2,3.7,1.21,0.75,0.84,1.08,0
2079,17.42,72.07,6.01,4.2,4.2,3.57,1.8,1.5,0.8,0.82,0
2080,12.25,40,8,6,5.5,4,2.37,1.62,0.92,2.11,0
2081,20,75,10,6,8,4.95,2.7,2.28,1.03,3.49,0
2082,12.01,44.23,7.21,4.44,4.2,3.7,1.48,1.17,1.23,1.12,1
2083,7.5,25,8,1.5,2,1.5,1,0.71,1.32,2.48,0
2084,2.8,27.95,5.12,1.4,2.05,1.68,1.06,0.65,0.73,1.02,0
2085,9.35,41.55,8.31,1.82,3.12,1.73,1.35,0.97,0.72,0.44,0
2086,13.5,44.14,8.83,5.19,4.67,2.21,2.42,1.71,0.95,1.36,0
2087,26.42,116.24,15.85,8.45,6.87,5.21,4.22,4.08,1.78,2.95,1
2088,5.43,32.56,7.91,2.05,3.62,1.89,1.18,1.22,1.01,1.88,0
2089,12.01,72.07,7.81,5.41,4.2,3.23,1.44,1.34,1.2,1.29,0
2090,8.52,31.11,6.14,1.31,1.97,1.39,1.01,0.45,1.21,0.53,0
2091,0.98,16.04,3.34,1.78,5.35,2.45,0.12,0.13,0.51,0.36,0
2092,11.17,61.42,8.93,5.21,5.21,3.63,1.78,1.62,2.04,2.24,1
2093,7,40,6,1.3,2,2.2,0.72,0.47,1.61,1,0
2094,12.01,51.05,7.21,5.41,4.5,3.22,1.53,1.15,1.16,1.12,1
2095,5.55,31.1,6.11,2.22,1.78,2.5,1.18,1.33,0.61,0.93,0
2097,13.4,59.56,7.45,4.47,5.79,3.42,1.49,1.16,1.84,1.86,0
2098,5.78,17.14,7.92,1.86,3.35,1.4,1.02,0.37,1.01,1.12,0
2099,4.4,22.02,3.08,1.76,1.76,1.15,1.09,0.51,1.25,0.49,1
2100,16.62,88.29,7.79,8.57,6.75,2.74,2.08,1.3,1.38,1.92,0
2101,5.88,35.8,4.6,1.28,1.79,1.57,1.11,0.84,0.79,1.05,1
2102,19,63,10,4.5,6,4.14,1.95,1.16,0.85,3.15,0
2103,12,50,8.75,5.5,7.2,4,1.5,1.4,1.04,1.92,0
2104,15,60,9,7,8.25,5.15,3.1,2.06,1.37,4.5,0
2105,6.66,20.55,4.78,1.78,1.78,1.89,0.89,0.67,0.74,1.48,0
2106,2.22,22.2,3.55,3.33,1.78,2.66,0.44,0.22,1.55,0.79,0
2107,1.77,9.72,2.39,0.88,1.24,1.68,0.59,0.35,1.77,0.8,0
2108,1.22,7.35,3.67,1.29,2.45,1.22,0.39,0.15,0.55,0.49,0
2109,8,25,7,2.5,5.25,3.75,1.7,1.44,0.82,3.86,0
2110,4.52,19.9,7.24,1.54,2.71,1.54,1.99,0.32,1.09,0.79,0
2112,9.17,28.21,7.05,7.05,7.05,2.4,1.1,0.4,1.69,0.91,0
2113,1.99,13.45,2.71,1.58,1.76,0.22,0.34,0.16,0.45,0.18,0
2114,12.46,46.74,8.83,6.23,5.19,2.87,2.42,0.97,1.18,1.69,0
2116,5.66,24.44,5.78,1.61,1.56,2.22,0.96,1.93,0.68,0.65,0
2117,0.98,6.68,3.34,2.45,5.35,1.34,0.19,0.18,0.53,0.45,0
2118,5.22,27.02,7.08,1.96,2.52,0.98,0.93,0.58,0.75,1.05,0
2119,3.28,8.9,3.75,3,4.68,2.11,0.24,0.14,0.5,0.3,0
2120,14.89,53.98,8.56,5.21,5.96,3.35,1.68,1.51,1.91,1.51,1
2122,12,60,8.75,3.5,6,4.2,2.12,1.8,0.91,2.27,0
2123,23.3,65.54,18.21,9.9,7.57,3.32,3.2,2.33,1.91,3.64,1
2124,2.45,6.12,4.59,1.84,6.12,2.45,0.49,0.13,0.61,0.43,0
2125,14.08,73.77,10.73,6.04,5.7,3.41,2.34,2.29,1.14,2.05,1
2126,11.43,62.32,10.39,4.41,5.19,3.45,2.42,2.26,0.99,2.79,1
2127,11.43,44.14,7.27,1.56,2.08,1.66,1.77,1.29,0.88,1.45,1
2131,1.59,9.53,3.18,2.38,3.18,1.31,0.41,0.2,1.11,0.96,0
2132,2.12,12.82,3.89,0.88,2.3,2.18,0.5,0.44,1.5,1.12,0
2133,12.99,72.5,9.4,4.99,7,4.75,2.58,2.02,0.87,3.49,0
2134,10.39,74.27,8.31,5.71,6.23,3.9,1.63,1.56,0.95,1.92,1
2135,6.52,22.36,7.64,1.58,2.8,1.49,0.87,0.5,0.75,1.02,0
2136,9.35,28.04,6.23,2.6,2.44,1.94,1.66,1.17,0.73,1.31,0
2137,1.22,7.35,5.2,1.47,2.39,0.98,0.37,0.12,0.58,0.54,0
2139,15,70,7.5,2.5,4,2.88,1.3,1.15,1.65,2.99,0
2141,4.93,32.84,4.93,1.64,2.19,1.64,0.77,0.55,0.99,0.77,0
2142,7.27,32.2,6.73,2.08,2.08,0.93,1.21,0.88,0.77,1.59,0
2143,6,25,6.25,1.5,3,2.65,0.64,0.63,1.75,1.99,0
2144,15.58,62.32,11.95,6.23,3.12,3.29,2.08,1.56,0.78,1.38,0
2145,6.34,25.35,6.34,1.27,1.63,1.73,1.14,0.78,1.05,0.96,1
2146,3.63,16.2,4.19,1.25,1.82,1.17,0.65,0.55,0.83,0.7,0
2147,18.7,62.32,8.98,4.28,3.12,3.02,2.79,2.26,1.02,1.92,1
2148,1.62,14.44,2.17,1.19,1.44,0.3,0.39,0.17,0.52,0.53,0
2149,1.56,30.06,2.86,0.78,0.94,1.04,0.59,0.42,0.78,0.36,0
2150,13.5,62.32,8.62,4.06,4.15,1.5,1.56,1.35,1.19,1.14,0
2151,15,35,3.5,2.9,4,3.56,1.69,1,0.79,2.2,0
2152,18.02,72.07,7.21,6.13,4.8,3.71,1.91,1.51,1.33,1.13,1
2153,13.41,60.36,8.05,3.69,5.2,3.08,2.21,1.58,1.09,1.69,0
2154,1.86,6.51,4.65,1.21,2.79,0.74,0.36,0.23,0.39,0.22,0
2155,4,12,2.5,0.6,0.9,1.2,0.4,0.25,0.76,0.29,0
2156,19.26,80.77,7.46,5.59,5.28,2.94,1.73,2.22,1.81,2.02,1
2157,12,41.25,7.5,3.75,6,3.93,2.23,1.19,0.85,2.52,0
2159,19.23,87.39,16.02,9.9,7.87,3.26,2.68,2.04,1.73,2.48,0
2161,6.48,49.8,6.16,2.92,4.54,4.24,1.37,1.31,2.36,2.25,0
2162,12.28,63.28,7.45,4.09,6.7,2.42,1.68,1.28,1.53,2.75,0
2164,3.5,10,3.25,1,1.25,1.42,0.63,0.4,0.5,0.4,0
2165,2.6,22.47,5.62,2.25,4.21,2.06,0.5,0.26,1.34,1.74,0
2166,12.41,51.93,8.05,3.12,2.6,1.85,2.08,1.47,0.71,2,0
2167,1.08,10.83,3.07,1.62,1.08,0.22,0.34,0.14,0.6,0.08,0
2168,17.48,72.83,13.11,8.74,7.57,3.75,2.84,2.33,1.73,1.68,1
2171,15,60,7.25,4.5,4.5,3.91,2.08,1.65,0.77,2.33,0
2172,10.39,51.93,7.79,2.34,2.86,1.8,2.39,1.56,0.78,0.73,0
2173,15.58,67.52,9.35,4.05,4.47,3.32,3.23,2.61,1.33,1.72,1
2174,5.11,25.57,5.11,1.15,1.9,1.36,1.36,0.99,0.62,0.64,1
2175,10,50,5,4,5,2.5,2,1.88,0.94,2.2,0
2176,1.63,8.81,4.2,0.95,1.76,0.27,0.27,0.14,0.76,0.25,0
2177,15,65,9,5,6,4.53,1.6,1.71,0.78,2,0
2178,23.5,82.5,8,7,8,4.78,2.46,1.93,1.13,2.07,0
2179,4,25,4.3,0.86,1.72,1.43,0.95,0.47,0.95,0.87,0
2180,1.99,9.39,1.81,1.44,2.17,0.52,0.39,0.19,0.72,0.16,0
2181,15,50.5,8,7,8,4.88,1.58,1.71,0.92,2.2,0
2182,2.5,16,5.75,0.75,2.75,2.33,0.83,0.5,2.19,1.75,0
2183,12.98,58.17,10.13,5.61,5.19,2.29,3.46,2.08,0.83,2.06,0
2184,3.73,27.95,5.59,2.8,3.73,1.49,0.93,0.56,1.35,1.12,0
2185,20.11,90.48,14.07,10.56,10.81,4.61,2.81,2.6,2.02,2.85,1
2186,13.5,62.32,8.31,5.19,3.64,1.47,2.29,1.09,1.38,2.02,0
2187,14.15,74.45,7.45,4.47,5.4,3.6,1.61,1.38,1.62,2.54,1
2188,2.99,10,4.04,1,2,0.94,0.73,0.41,0.75,0.75,0
2189,15,60,8.25,4.75,6,4.77,2.05,1.57,0.88,2.57,0
2190,9.97,34.39,6.19,2.61,2.75,1.53,2.32,1.56,0.95,1.04,1
